Household_ID,Month,Crop_Income,Livestock_Income,Off_Farm_Income,Food_Expenses,Healthcare_Expenses,Education_Expenses,Discretionary_Expenses,Total_Income
160,2,16751,11595,28055,30911,6182,9273,15455,56401
160,3,65771,52171,41541,70847,14169,21254,35423,159483
160,4,22572,23869,27785,23930,4786,7179,11965,74226
160,5,79020,44173,25351,64784,12956,19435,32392,148544
160,6,70632,43394,24711,69343,13868,20803,34671,138737
160,7,26908,22367,42971,41968,8393,12590,20984,92246
160,8,33869,44832,18398,35454,7090,10636,17727,97099
160,9,68007,36642,17403,70453,14090,21135,35226,122052
160,10,24009,17702,21654,31658,6331,9497,15829,63365
160,11,67454,15955,36203,54775,10955,16432,27387,119612
160,12,54261,10686,59493,55061,11012,16518,27530,124440
160,13,29752,42825,54436,61443,12288,18433,30721,127013
160,14,45892,51326,58235,68302,13660,20490,34151,155453
160,15,33806,29570,57352,47389,9477,14216,23694,120728
160,16,123795,36284,63598,93178,18635,27953,46589,223677
160,17,24928,27652,41237,33559,6711,10067,16779,93817
160,18,48303,23882,32954,55556,11111,16666,27778,105139
160,19,28743,32374,25594,46984,9396,14095,23492,86711
160,20,94118,58682,23708,91844,18368,27553,45922,176508
160,21,32757,13417,35890,36023,7204,10806,18011,82064
160,22,80788,51006,24364,56912,11382,17073,28456,156158
160,23,32566,33090,55021,71052,14210,21315,35526,120677
160,24,58620,59442,72034,100984,20196,30295,50492,190096
161,1,113776,60055,31722,109514,21902,32854,54757,205553
161,2,35036,8548,23930,32902,6580,9870,16451,67514
161,3,83441,42780,37870,63117,12623,18935,31558,164091
161,4,82738,14498,48092,51576,10315,15472,25788,145328
161,5,69474,35311,27956,44279,8855,13283,22139,132741
161,6,38812,15516,51827,51697,10339,15509,25848,106155
161,7,117538,32164,33330,64747,12949,19424,32373,183032
161,8,58173,35021,31469,51426,10285,15427,25713,124663
161,9,45424,25818,41359,61469,12293,18440,30734,112601
161,10,61976,15465,44891,47338,9467,14201,23669,122332
161,11,46717,21210,10463,29765,5953,8929,14882,78390
161,12,68106,31692,42438,73280,14656,21984,36640,142236
161,13,33822,18465,16616,31434,6286,9430,15717,68903
161,14,89077,49450,33038,80413,16082,24124,40206,171565
161,15,33604,13369,23524,23875,4775,7162,11937,70497
161,16,98298,59817,50492,80464,16092,24139,40232,208607
161,17,36855,17732,31709,35452,7090,10635,17726,86296
161,18,30081,28999,16550,44696,8939,13409,22348,75630
161,19,67670,31188,20630,37332,7466,11199,18666,119488
161,20,57488,32323,39743,72107,14421,21632,36053,129554
161,21,90092,24318,23115,46423,9284,13927,23211,137525
161,22,83260,45644,28979,94149,18829,28244,47074,157883
161,23,71994,11074,18004,36171,7234,10851,18085,101072
161,24,44174,31876,25724,39359,7871,11807,19679,101774
162,1,43261,15910,16195,41363,8272,12409,20681,75366
162,2,71554,39207,20091,53309,10661,15992,26654,130852
162,3,86308,50583,44205,89548,17909,26864,44774,181096
162,4,60106,8886,22482,43470,8694,13041,21735,91474
162,5,38642,34722,77585,76363,15272,22908,38181,150949
162,6,52295,42918,14655,60099,12019,18029,30049,109868
162,7,50126,52481,23547,49175,9835,14752,24587,126154
162,8,70983,27282,20326,66665,13333,19999,33332,118591
162,9,55154,26522,30506,66470,13294,19941,33235,112182
162,10,28695,19877,82068,65557,13111,19667,32778,130640
162,11,70665,15278,48235,63041,12608,18912,31520,134178
162,12,36366,29620,26575,55076,11015,16523,27538,92561
162,13,59716,33189,46410,45624,9124,13687,22812,139315
162,14,47261,57177,62121,69185,13837,20755,34592,166559
162,15,53111,34383,26108,42125,8425,12637,21062,113602
162,16,48439,15245,26152,29153,5830,8746,14576,89836
162,17,32728,53794,31409,65971,13194,19791,32985,117931
162,18,39197,47348,29474,46744,9348,14023,23372,116019
162,19,82677,13092,45228,48138,9627,14441,24069,140997
162,20,48319,16169,40204,43435,8687,13030,21717,104692
162,21,44605,40453,72533,65233,13046,19570,32616,157591
162,22,43231,15380,10997,23516,4703,7055,11758,69608
162,23,63691,19376,29741,51854,10370,15556,25927,112808
162,24,61254,33638,26842,40250,8050,12075,20125,121734
163,1,64925,23371,44954,48069,9613,14420,24034,133250
163,2,43037,16659,28334,45505,9101,13651,22752,88030
163,3,33300,16411,54509,40761,8152,12228,20380,104220
163,4,60652,50561,36410,72857,14571,21857,36428,147623
163,5,24758,15822,29749,25543,5108,7663,12771,70329
163,6,47908,15623,36545,45909,9181,13772,22954,100076
163,7,61478,48796,33472,47566,9513,14270,23783,143746
163,8,24086,16202,42332,25857,5171,7757,12928,82620
163,9,59065,49409,75258,85440,17088,25632,42720,183732
163,10,123851,25946,34873,98519,19703,29555,49259,184670
163,11,35736,22792,42991,51885,10377,15565,25942,101519
163,12,36932,33963,17906,47231,9446,14169,23615,88801
163,13,66059,11761,22908,44864,8972,13459,22432,100728
163,14,69425,12376,23176,53428,10685,16028,26714,104977
163,15,41140,29613,60724,42661,8532,12798,21330,131477
163,16,70524,27626,21658,65958,13191,19787,32979,119808
163,17,93057,52214,25499,68595,13719,20578,34297,170770
163,18,20383,19499,27002,37600,7520,11280,18800,66884
163,19,62044,20995,28331,52719,10543,15815,26359,111370
163,20,39826,21691,16811,25848,5169,7754,12924,78328
163,21,37531,6062,15979,25356,5071,7607,12678,59572
163,22,44029,11532,42733,53213,10642,15963,26606,98294
163,23,57907,26730,24316,40614,8122,12184,20307,108953
163,24,46280,23216,70672,49713,9942,14913,24856,140168
164,1,73211,50427,58085,55459,11091,16637,27729,181723
164,2,53700,17809,40228,56597,11319,16979,28298,111737
164,3,49900,16819,15734,34022,6804,10206,17011,82453
164,4,40346,34701,19842,33450,6690,10035,16725,94889
164,5,20051,26357,24075,33850,6770,10155,16925,70483
164,6,96934,20609,26928,49572,9914,14871,24786,144471
164,7,90862,28622,45438,85329,17065,25598,42664,164922
164,8,58960,8709,21194,42207,8441,12662,21103,88863
164,9,36125,19127,20373,28295,5659,8488,14147,75625
164,10,36697,7731,20974,36776,7355,11032,18388,65402
164,11,57065,17165,38765,52849,10569,15854,26424,112995
164,12,72452,50076,40143,55092,11018,16527,27546,162671
164,13,58812,12351,35842,55175,11035,16552,27587,107005
164,14,61205,20706,22297,41094,8218,12328,20547,104208
164,15,91365,40595,47838,95734,19146,28720,47867,179798
164,16,31434,52590,56786,59203,11840,17760,29601,140810
164,17,102098,32800,74942,67707,13541,20312,33853,209840
164,18,115464,43822,63719,109061,21812,32718,54530,223005
164,19,48332,20908,10787,31458,6291,9437,15729,80027
164,20,38884,26090,43855,63400,12680,19020,31700,108829
164,21,48463,17576,68622,73925,14785,22177,36962,134661
164,22,37146,11160,24214,29454,5890,8836,14727,72520
164,23,41929,14810,62772,36783,7356,11035,18391,119511
164,24,102048,60906,41199,94173,18834,28252,47086,204153
165,1,29300,36023,40147,52074,10414,15622,26037,105470
165,2,19338,22113,7699,24812,4962,7443,12406,49150
165,3,16822,22851,9059,19726,3945,5917,9863,48732
165,4,37398,42299,29560,37416,7483,11225,18708,109257
165,5,65038,19169,38324,57322,11464,17196,28661,122531
165,6,86923,57047,28391,76914,15382,23074,38457,172361
165,7,93108,14517,57307,98668,19733,29600,49334,164932
165,8,48384,7112,16726,34117,6823,10235,17058,72222
165,9,47426,47900,58650,54584,10916,16375,27292,153976
165,10,59376,14484,31009,42834,8566,12850,21417,104869
165,11,23296,9606,12718,20956,4191,6287,10478,45620
165,12,34247,25727,42447,56462,11292,16938,28231,102421
165,13,42587,55168,35822,59346,11869,17803,29673,133577
165,14,79870,35340,46394,87288,17457,26186,43644,161604
165,15,108562,42261,39733,66069,13213,19820,33034,190556
165,16,32068,44538,43387,49749,9949,14924,24874,119993
165,17,48860,53079,43838,66434,13286,19930,33217,145777
165,18,88553,22218,36048,45087,9017,13526,22543,146819
165,19,32115,29112,25735,45896,9179,13768,22948,86962
165,20,131040,57737,27455,118856,23771,35657,59428,216232
165,21,38882,19342,65272,49057,9811,14717,24528,123496
165,22,23886,23010,19314,38894,7778,11668,19447,66210
165,23,49371,35453,37363,63439,12687,19031,31719,122187
165,24,55601,25729,55490,75093,15018,22528,37546,136820
166,1,56672,14221,26009,48107,9621,14432,24053,96902
166,2,46347,18139,71624,74287,14857,22286,37143,136110
166,3,22157,22902,13853,35047,7009,10514,17523,58912
166,4,43308,31280,22499,53869,10773,16160,26934,97087
166,5,48395,51397,84543,81493,16298,24448,40746,184335
166,6,72874,29336,22574,61252,12250,18375,30626,124784
166,7,29344,17195,17688,30437,6087,9131,15218,64227
166,8,30313,24881,35098,40859,8171,12257,20429,90292
166,9,42981,51494,21910,61793,12358,18538,30896,116385
166,10,33114,14368,13425,26288,5257,7886,13144,60907
166,11,73574,66918,49239,74547,14909,22364,37273,189731
166,12,45711,30056,38704,35791,7158,10737,17895,114471
166,13,52290,21513,47380,39552,7910,11865,19776,121183
166,14,89452,34714,18507,52286,10457,15686,26143,142673
166,15,100295,30721,49825,62602,12520,18780,31301,180841
166,16,33299,33559,25971,28645,5729,8593,14322,92829
166,17,70144,32935,40240,72925,14585,21877,36462,143319
166,18,70198,44836,20235,71437,14287,21431,35718,135269
166,19,61746,64112,56387,74048,14809,22214,37024,182245
166,20,25931,20401,12678,35162,7032,10548,17581,59010
166,21,35536,37513,26323,47340,9468,14202,23670,99372
166,22,83909,50897,51072,61340,12268,18402,30670,185878
166,23,14145,9548,26518,20559,4111,6167,10279,50211
166,24,46935,21288,14827,39427,7885,11828,19713,83050
167,1,50699,25728,34830,65271,13054,19581,32635,111257
167,2,28681,50733,63624,72206,14441,21662,36103,143038
167,3,47485,29151,21494,29699,5939,8909,14849,98130
167,4,48190,14806,54118,58655,11731,17596,29327,117114
167,5,57308,38295,58070,76299,15259,22889,38149,153673
167,6,67347,53212,49037,94725,18945,28417,47362,169596
167,7,31082,28983,13185,24867,4973,7460,12433,73250
167,8,51771,34554,35661,66134,13226,19840,33067,121986
167,9,75346,38576,53226,94052,18810,28215,47026,167148
167,10,89437,16804,49819,84367,16873,25310,42183,156060
167,11,67670,32292,50100,63495,12699,19048,31747,150062
167,12,99604,52001,34582,94456,18891,28336,47228,186187
167,13,83055,29894,43932,85537,17107,25661,42768,156881
167,14,50542,23324,25056,57770,11554,17331,28885,98922
167,15,48389,7543,36002,36793,7358,11038,18396,91934
167,16,32781,26333,11098,25430,5086,7629,12715,70212
167,17,75663,13462,70367,84050,16810,25215,42025,159492
167,18,50832,24551,31561,35206,7041,10561,17603,106944
167,19,52577,31767,44618,60461,12092,18138,30230,128962
167,20,47515,74599,86429,116394,23278,34918,58197,208543
167,21,28762,7728,14865,18840,3768,5652,9420,51355
167,22,39261,23796,35006,40834,8166,12250,20417,98063
167,23,51318,19194,16089,47393,9478,14218,23696,86601
167,24,43954,52097,61176,70855,14171,21256,35427,157227
168,1,46598,14470,39691,35602,7120,10680,17801,100759
168,2,48967,16667,23054,28839,5767,8651,14419,88688
168,3,82475,18382,30583,61404,12280,18421,30702,131440
168,4,28985,43511,43916,35683,7136,10704,17841,116412
168,5,44238,65439,66249,70718,14143,21215,35359,175926
168,6,41925,25036,71523,66973,13394,20091,33486,138484
168,7,38427,32162,36478,32295,6459,9688,16147,107067
168,8,52472,44258,51134,82867,16573,24860,41433,147864
168,9,43550,32206,21245,56948,11389,17084,28474,97001
168,10,41533,19124,19080,33745,6749,10123,16872,79737
168,11,30260,23239,18277,22408,4481,6722,11204,71776
168,12,72347,56300,42220,65612,13122,19683,32806,170867
168,13,101025,19500,71870,95987,19197,28796,47993,192395
168,14,24379,32459,41117,30642,6128,9192,15321,97955
168,15,44071,18713,29201,51166,10233,15349,25583,91985
168,16,63315,31928,19437,62041,12408,18612,31020,114680
168,17,93243,39442,64053,86331,17266,25899,43165,196738
168,18,49078,25886,25531,53376,10675,16012,26688,100495
168,19,90735,59179,58832,73273,14654,21982,36636,208746
168,20,68532,58314,65155,112702,22540,33810,56351,192001
168,21,28957,27110,59451,51907,10381,15572,25953,115518
168,22,114036,54107,66916,139987,27997,41996,69993,235059
168,23,74573,57103,22874,70774,14154,21232,35387,154550
168,24,60158,29325,36568,64647,12929,19394,32323,126051
169,1,54776,21571,32558,58799,11759,17639,29399,108905
169,2,49459,38446,33211,65079,13015,19523,32539,121116
169,3,22961,26191,12410,32074,6414,9622,16037,61562
169,4,118703,45054,44775,71111,14222,21333,35555,208532
169,5,76432,35731,23689,57417,11483,17225,28708,135852
169,6,71319,55412,22642,69089,13817,20726,34544,149373
169,7,44762,24200,39760,55719,11143,16715,27859,108722
169,8,48370,33022,19340,42183,8436,12655,21091,100732
169,9,123559,60559,61582,114775,22955,34432,57387,245700
169,10,18854,17738,35650,30857,6171,9257,15428,72242
169,11,77728,30567,18477,65168,13033,19550,32584,126772
169,12,27237,22907,14552,20946,4189,6284,10473,64696
169,13,32393,57776,33003,63342,12668,19002,31671,123172
169,14,29108,30916,35889,52906,10581,15871,26453,95913
169,15,88341,51896,25834,50452,10090,15135,25226,166071
169,16,67860,31027,50268,68665,13733,20599,34332,149155
169,17,105090,54817,60502,82691,16538,24807,41345,220409
169,18,106982,43425,73464,96206,19241,28861,48103,223871
169,19,31928,26340,54324,58961,11792,17688,29480,112592
169,20,16751,13722,27967,31126,6225,9337,15563,58440
169,21,48053,50063,70965,71096,14219,21328,35548,169081
169,22,46115,35359,19361,33019,6603,9905,16509,100835
169,23,22365,17530,42700,39880,7976,11964,19940,82595
169,24,29723,38655,25680,36093,7218,10827,18046,94058
170,1,85365,48865,52238,62441,12488,18732,31220,186468
170,2,59045,41165,53527,60641,12128,18192,30320,153737
170,3,58487,44190,20142,58229,11645,17468,29114,122819
170,4,31263,32735,38484,58675,11735,17602,29337,102482
170,5,42302,34348,31043,39270,7854,11781,19635,107693
170,6,17104,21890,32502,37834,7566,11350,18917,71496
170,7,45333,42197,24608,62649,12529,18794,31324,112138
170,8,30781,55960,19219,36491,7298,10947,18245,105960
170,9,88045,39296,71844,60087,12017,18026,30043,199185
170,10,77821,55640,34684,98130,19626,29439,49065,168145
170,11,73336,43226,23449,46131,9226,13839,23065,140011
170,12,35589,10907,38509,29616,5923,8884,14808,85005
170,13,33012,38853,44345,49080,9816,14724,24540,116210
170,14,48001,55105,50057,59505,11901,17851,29752,153163
170,15,65476,24841,28667,70726,14145,21217,35363,118984
170,16,29942,9596,38548,42767,8553,12830,21383,78086
170,17,59600,56626,71608,92920,18584,27876,46460,187834
170,18,26833,11776,16300,16908,3381,5072,8454,54909
170,19,68193,25458,26724,44855,8971,13456,22427,120375
170,20,35412,17369,36292,31884,6376,9565,15942,89073
170,21,55327,19173,37143,42229,8445,12668,21114,111643
170,22,64547,32668,31169,75079,15015,22523,37539,128384
170,23,117697,21002,57918,82971,16594,24891,41485,196617
170,24,29133,15453,40415,47787,9557,14336,23893,85001
171,1,53923,32218,25246,49223,9844,14767,24611,111387
171,2,46736,17111,15369,39536,7907,11860,19768,79216
171,3,35172,16473,26072,45264,9052,13579,22632,77717
171,4,52427,24560,15274,43794,8758,13138,21897,92261
171,5,93566,10185,42534,59536,11907,17861,29768,146285
171,6,85543,32837,50849,74771,14954,22431,37385,169229
171,7,47578,20458,29597,43019,8603,12905,21509,97633
171,8,47881,20579,17871,46619,9323,13985,23309,86331
171,9,55932,15676,9824,32631,6526,9789,16315,81432
171,10,55420,46950,51583,48169,9633,14450,24084,153953
171,11,56792,29632,75257,81153,16230,24346,40576,161681
171,12,35141,22264,23630,45098,9019,13529,22549,81035
171,13,33419,16913,45230,43039,8607,12911,21519,95562
171,14,18923,20901,10105,17075,3415,5122,8537,49929
171,15,59220,18456,37520,39568,7913,11870,19784,115196
171,16,84558,46463,46192,100591,20118,30177,50295,177213
171,17,93451,13267,51498,50937,10187,15281,25468,158216
171,18,36914,24909,42681,47117,9423,14135,23558,104504
171,19,37223,16248,48710,40790,8158,12237,20395,102181
171,20,128881,14105,40842,70325,14065,21097,35162,183828
171,21,100233,45554,66151,74530,14906,22359,37265,211938
171,22,68668,46743,30934,57062,11412,17118,28531,146345
171,23,34418,29710,33423,50211,10042,15063,25105,97551
171,24,51018,23212,36254,52953,10590,15885,26476,110484
172,1,116016,46433,25970,61197,12239,18359,30598,188419
172,2,44324,44071,59741,77942,15588,23382,38971,148136
172,3,60737,28652,21584,45093,9018,13528,22546,110973
172,4,74118,23292,60045,57497,11499,17249,28748,157455
172,5,58277,39633,60043,86121,17224,25836,43060,157953
172,6,54635,37828,28767,59496,11899,17849,29748,121230
172,7,38889,61864,35148,70222,14044,21066,35111,135901
172,8,122928,61866,71583,100425,20085,30127,50212,256377
172,9,78358,41201,49502,88701,17740,26610,44350,169061
172,10,38109,8251,21245,25867,5173,7760,12933,67605
172,11,43307,21143,24683,44924,8984,13477,22462,89133
172,12,72481,36995,36030,53171,10634,15951,26585,145506
172,13,76585,25212,69655,84038,16807,25211,42019,171452
172,14,46544,14147,27592,38575,7715,11572,19287,88283
172,15,47526,10730,30761,30882,6176,9264,15441,89017
172,16,119415,38825,37380,93535,18707,28060,46767,195620
172,17,108047,12607,54380,53112,10622,15933,26556,175034
172,18,47241,42422,49036,70323,14064,21097,35161,138699
172,19,34874,27596,27546,52526,10505,15757,26263,90016
172,20,104900,13744,55068,98811,19762,29643,49405,173712
172,21,50238,16726,48790,68594,13718,20578,34297,115754
172,22,44316,13925,17033,32478,6495,9743,16239,75274
172,23,37293,16180,47159,55231,11046,16569,27615,100632
172,24,132791,35558,72085,82348,16469,24704,41174,240434
173,1,34009,22431,28142,25806,5161,7741,12903,84582
173,2,99943,33515,55261,65598,13119,19679,32799,188719
173,3,104180,64203,78750,107017,21403,32105,53508,247133
173,4,86619,51966,17432,54421,10884,16326,27210,156017
173,5,107841,40618,29836,77782,15556,23334,38891,178295
173,6,78790,35984,52290,61934,12386,18580,30967,167064
173,7,60109,27908,14622,37447,7489,11234,18723,102639
173,8,39549,42083,42600,71538,14307,21461,35769,124232
173,9,131194,61125,56249,113360,22672,34008,56680,248568
173,10,69077,51810,55088,88404,17680,26521,44202,175975
173,11,85112,13370,50320,62442,12488,18732,31221,148802
173,12,23573,21318,21346,23152,4630,6945,11576,66237
173,13,48438,17857,23197,46022,9204,13806,23011,89492
173,14,54870,31774,16732,44768,8953,13430,22384,103376
173,15,47181,21664,24883,51777,10355,15533,25888,93728
173,16,92441,25544,19288,44546,8909,13363,22273,137273
173,17,50503,20614,31995,42798,8559,12839,21399,103112
173,18,98875,17888,55825,60125,12025,18037,30062,172588
173,19,24745,26871,26414,39657,7931,11897,19828,78030
173,20,57992,26435,50882,54287,10857,16286,27143,135309
173,21,79799,21861,19899,51648,10329,15494,25824,121559
173,22,17777,13252,9631,16461,3292,4938,8230,40660
173,23,30471,7673,34260,39983,7996,11994,19991,72404
173,24,70194,27201,30735,60103,12020,18030,30051,128130
174,1,102994,25744,21813,77166,15433,23149,38583,150551
174,2,22413,28725,31413,43115,8623,12934,21557,82551
174,3,90157,26548,47023,83857,16771,25157,41928,163728
174,4,107153,37933,34789,104932,20986,31479,52466,179875
174,5,40512,59979,70857,84936,16987,25481,42468,171348
174,6,30244,24264,31729,42658,8531,12797,21329,86237
174,7,75815,25713,28009,70316,14063,21094,35158,129537
174,8,34196,24110,27829,26263,5252,7879,13131,86135
174,9,30646,36237,21021,27907,5581,8372,13953,87904
174,10,45942,51136,78464,65742,13148,19722,32871,175542
174,11,52805,21523,47983,43355,8671,13006,21677,122311
174,12,75170,20246,35037,45132,9026,13539,22566,130453
174,13,67018,21035,38943,59150,11830,17745,29575,126996
174,14,33934,34557,28591,34833,6966,10450,17416,97082
174,15,67011,47902,22656,81159,16231,24347,40579,137569
174,16,70060,25868,39094,47954,9590,14386,23977,135022
174,17,121424,35150,35673,67278,13455,20183,33639,192247
174,18,84133,34580,53038,81052,16210,24315,40526,171751
174,19,108098,59359,52918,78090,15618,23427,39045,220375
174,20,65568,37294,27667,65209,13041,19562,32604,130529
174,21,74377,48491,61989,103063,20612,30919,51531,184857
174,22,133069,16582,76076,97228,19445,29168,48614,225727
174,23,62088,51586,78917,77991,15598,23397,38995,192591
174,24,72523,19113,27936,60607,12121,18182,30303,119572
175,1,60478,27793,31162,64696,12939,19408,32348,119433
175,2,57391,16827,8734,32422,6484,9726,16211,82952
175,3,102183,23081,45209,92643,18528,27792,46321,170473
175,4,52805,29349,62726,76788,15357,23036,38394,144880
175,5,82486,34041,72429,84060,16812,25218,42030,188956
175,6,40946,14180,24830,34973,6994,10491,17486,79956
175,7,27119,21177,11551,19833,3966,5949,9916,59847
175,8,46078,22099,43561,36460,7292,10938,18230,111738
175,9,36207,13314,44825,49471,9894,14841,24735,94346
175,10,40043,23231,14904,37174,7434,11152,18587,78178
175,11,102667,35018,63952,90080,18016,27024,45040,201637
175,12,21890,22761,32691,24270,4854,7281,12135,77342
175,13,71698,28491,19093,37784,7556,11335,18892,119282
175,14,54477,35529,38323,73948,14789,22184,36974,128329
175,15,27051,22246,41515,45247,9049,13574,22623,90812
175,16,52669,35169,55370,59544,11908,17863,29772,143208
175,17,45980,52371,25093,62958,12591,18887,31479,123444
175,18,26934,8519,24306,22552,4510,6765,11276,59759
175,19,89828,58846,69666,92309,18461,27692,46154,218340
175,20,65154,20013,16267,44481,8896,13344,22240,101434
175,21,70616,57636,80907,64679,12935,19403,32339,209159
175,22,39310,21908,33009,56331,11266,16899,28165,94227
175,23,40968,26712,48270,48061,9612,14418,24030,115950
175,24,81061,17712,56577,91680,18336,27504,45840,155350
176,1,43943,17019,38667,49252,9850,14775,24626,99629
176,2,63985,63614,53994,105097,21019,31529,52548,181593
176,3,47029,29822,13615,28613,5722,8584,14306,90466
176,4,23376,41267,32463,57121,11424,17136,28560,97106
176,5,66080,44798,22331,56229,11245,16868,28114,133209
176,6,57024,43573,66135,56858,11371,17057,28429,166732
176,7,51314,17269,33543,51200,10240,15360,25600,102126
176,8,92322,31573,57967,96165,19233,28849,48082,181862
176,9,25851,26165,35942,43529,8705,13058,21764,87958
176,10,80267,19461,15138,53070,10614,15921,26535,114866
176,11,45616,25430,55895,69172,13834,20751,34586,126941
176,12,88296,10263,52299,76308,15261,22892,38154,150858
176,13,35103,18141,40768,45648,9129,13694,22824,94012
176,14,131562,54438,58996,96786,19357,29036,48393,244996
176,15,38607,7956,22888,39115,7823,11734,19557,69451
176,16,46132,47720,20315,57945,11589,17383,28972,114167
176,17,55169,34291,20708,62778,12555,18833,31389,110168
176,18,18838,24370,26161,33424,6684,10027,16712,69369
176,19,65102,12874,31072,58881,11776,17664,29440,109048
176,20,86150,16199,38134,79419,15883,23825,39709,140483
176,21,40320,21315,29491,42144,8428,12643,21072,91126
176,22,11793,22155,17655,26550,5310,7965,13275,51603
176,23,13464,6579,32154,24686,4937,7405,12343,52197
176,24,64474,50425,83956,102645,20529,30793,51322,198855
177,1,21724,26610,21598,31948,6389,9584,15974,69932
177,2,53959,58756,51238,88536,17707,26560,44268,163953
177,3,30939,31448,32484,51438,10287,15431,25719,94871
177,4,96842,20549,29731,46189,9237,13856,23094,147122
177,5,45966,34024,22827,37126,7425,11137,18563,102817
177,6,108952,14014,27539,53888,10777,16166,26944,150505
177,7,47697,58823,44491,59909,11981,17972,29954,151011
177,8,87423,36153,53409,78388,15677,23516,39194,176985
177,9,29194,16637,33973,41538,8307,12461,20769,79804
177,10,85725,39143,24421,58247,11649,17474,29123,149289
177,11,31218,35448,27134,46465,9293,13939,23232,93800
177,12,42454,6345,17372,36947,7389,11084,18473,66171
177,13,27511,20208,12213,26025,5205,7807,13012,59932
177,14,99290,28432,38808,82797,16559,24839,41398,166530
177,15,15749,35548,31745,46030,9206,13809,23015,83042
177,16,111182,39560,31631,94372,18874,28311,47186,182373
177,17,48759,28469,33414,36625,7325,10987,18312,110642
177,18,40530,50003,56376,50758,10151,15227,25379,146909
177,19,121722,46319,37475,66722,13344,20016,33361,205516
177,20,69650,32112,55075,60331,12066,18099,30165,156837
177,21,32950,24877,19009,23142,4628,6942,11571,76836
177,22,116267,15010,35477,80525,16105,24157,40262,166754
177,23,26839,11022,44970,25508,5101,7652,12754,82831
177,24,77228,11175,41467,56445,11289,16933,28222,129870
178,1,96311,13598,41536,67862,13572,20358,33931,151445
178,2,35772,19149,26033,39961,7992,11988,19980,80954
178,3,66271,65917,71662,75792,15158,22737,37896,203850
178,4,27020,11468,32997,40055,8011,12016,20027,71485
178,5,46587,35480,59453,63863,12772,19159,31931,141520
178,6,103622,26779,64824,98987,19797,29696,49493,195225
178,7,97225,60053,57639,86791,17358,26037,43395,214917
178,8,25524,15846,17155,22245,4449,6673,11122,58525
178,9,37440,25985,14580,37068,7413,11120,18534,78005
178,10,126295,65297,37593,130308,26061,39092,65154,229185
178,11,17642,19107,15217,26771,5354,8031,13385,51966
178,12,25753,20238,45200,46474,9294,13942,23237,91191
178,13,36138,32148,46289,51349,10269,15404,25674,114575
178,14,25073,33214,28112,26099,5219,7829,13049,86399
178,15,110680,26615,42138,101128,20225,30338,50564,179433
178,16,91027,26115,32301,55643,11128,16693,27821,149443
178,17,50741,12937,53290,51726,10345,15517,25863,116968
178,18,73121,42504,28817,51690,10338,15507,25845,144442
178,19,89644,30645,17236,74839,14967,22451,37419,137525
178,20,19390,16130,26236,19150,3830,5745,9575,61756
178,21,63508,8071,19929,45471,9094,13641,22735,91508
178,22,19011,24727,45823,28174,5634,8452,14087,89561
178,23,37447,39994,44829,70362,14072,21108,35181,122270
178,24,43167,38973,45629,40437,8087,12131,20218,127769
179,1,20601,27499,16733,36756,7351,11026,18378,64833
179,2,83187,22778,26973,49934,9986,14980,24967,132938
179,3,61346,31257,17400,54556,10911,16366,27278,110003
179,4,113841,39224,76053,112515,22503,33754,56257,229118
179,5,40019,11543,19106,39256,7851,11777,19628,70668
179,6,43046,21563,20131,35662,7132,10698,17831,84740
179,7,48274,13899,28899,41780,8356,12534,20890,91072
179,8,63472,48229,55019,69289,13857,20786,34644,166720
179,9,23358,8211,24423,27807,5561,8342,13903,55992
179,10,123822,20367,62607,81311,16262,24393,40655,206796
179,11,37200,10885,33227,40010,8002,12003,20005,81312
179,12,107158,50626,80913,125553,25110,37665,62776,238697
179,13,38912,35172,42235,39429,7885,11828,19714,116319
179,14,88111,16240,45289,61938,12387,18581,30969,149640
179,15,27427,9726,30463,20995,4199,6298,10497,67616
179,16,58994,29296,26733,37644,7528,11293,18822,115023
179,17,75714,18482,17241,35030,7006,10509,17515,111437
179,18,61397,15282,30168,54667,10933,16400,27333,106847
179,19,48362,9359,26788,50195,10039,15058,25097,84509
179,20,29315,6148,24083,28788,5757,8636,14394,59546
179,21,108540,21520,47599,71386,14277,21416,35693,177659
179,22,90093,11516,42191,76459,15291,22937,38229,143800
179,23,35531,35470,16378,39532,7906,11859,19766,87379
179,24,23344,24905,8408,19351,3870,5805,9675,56657
180,1,40602,28880,53292,69843,13968,20953,34921,122774
180,2,85439,22248,52069,53965,10793,16189,26982,159756
180,3,118760,31356,48116,117543,23508,35263,58771,198232
180,4,47250,35745,31563,46807,9361,14042,23403,114558
180,5,27577,14050,26164,35122,7024,10536,17561,67791
180,6,30612,22795,29142,48523,9704,14556,24261,82549
180,7,60709,28983,18574,51755,10351,15526,25877,108266
180,8,46881,37425,51964,80773,16154,24232,40386,136270
180,9,103698,22925,57958,65300,13060,19590,32650,184581
180,10,25726,19906,41436,27610,5522,8283,13805,87068
180,11,131094,26680,80819,117712,23542,35313,58856,238593
180,12,38284,9108,19569,22183,4436,6655,11091,66961
180,13,57983,36846,58652,69318,13863,20795,34659,153481
180,14,39929,59864,65172,87950,17590,26385,43975,164965
180,15,25844,9323,26025,33515,6703,10054,16757,61192
180,16,47040,26449,29561,48330,9666,14499,24165,103050
180,17,96850,22254,55252,76634,15326,22990,38317,174356
180,18,61105,20966,57127,45592,9118,13677,22796,139198
